Chemblid,Target,Class,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHEMBL2253,Corticotropin releasing factor receptor 2,membrane receptor  7tm2  peptide  corticotropin releasing factor receptor  corticotropin releasing factor receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,48,48
CHEMBL2258,Tyrosine-protein kinase Lyn,enzyme  kinase  protein kinase  tk  src,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,9,9,9,10,16,16,16,16,16,16
CHEMBL2259,Vitamin D-binding protein,secreted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,14,17,17,17,17,17,17,17,21,23,30,30,30,30,30,30,30,30,30
CHEMBL2259246,Superoxide dismutase [Cu-Zn],enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
CHEMBL2259247,Probable L-lysine-epsilon aminotransferase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
CHEMBL2259248,Endothelin B receptor,membrane receptor  7tm1  peptide  short peptide  endothelin receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHEMBL2259249,DNA ligase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
CHEMBL226,Adenosine A1 receptor,membrane receptor  7tm1  smallmol  nucleotide-like receptor  adenosine receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,18,43,95,113,268,312,460,762,1162,1439,2228,2881,3370,3837,4388,4775,5212,5691,6036,6038
CHEMBL2263,"Fructose-1,6-bisphosphatase",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,38,38,38,38,38,38,38
CHEMBL2264,Puromycin-sensitive aminopeptidase,enzyme  protease  metallo  mae  m1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14
CHEMBL2265,Acyl coenzyme A:cholesterol acyltransferase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,67,67,198,203,307,357,379,379,395,395,417,437,437
CHEMBL2266,Gamma-amino-N-butyrate transaminase,enzyme,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,6,6,6,6,6,6,6,6,6,16,16,16,18,18,18,24,24,24,24,24,24,33,38,38,40,40,40
CHEMBL2268003,Photosystem Q(B) protein,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
CHEMBL2268004,"Zeta-carotene desaturase, chloroplastic/chromoplastic",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
CHEMBL2268005,Trans-cinnamate 4-monooxygenase,enzyme  reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43,43,43,43,43,43,43,43,43,43,43,43,43
CHEMBL2268006,Trans-cinnamate 4-monooxygenase,enzyme  reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHEMBL2268008,Trehalase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
CHEMBL2268009,Collagenase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CHEMBL2268010,"Allene oxide synthase, chloroplastic",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11
CHEMBL2268011,CLC chloride channel protein,ion channel  other  chloride  clc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
CHEMBL2268012,C-terminal processing protease of the D1 protein,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
CHEMBL2268013,Cytochrome P450 71B1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHEMBL227,Type-1 angiotensin II receptor,membrane receptor  7tm1  peptide  short peptide  angiotensin receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,20,20,37,51,52,64,76,187,222,248,365,407,520,539,540
CHEMBL2273,Caspase-9,enzyme  protease  cysteine  cd  c14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,24,27,27,28,28,28,38,39,41,41,41
CHEMBL2274,Sphingosine 1-phosphate receptor Edg-8,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  edg receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,57,88,113,113,113,139,156,156,156,167,173,229,238,238
CHEMBL2276,c-Jun N-terminal kinase 1,enzyme  kinase  protein kinase  cmgc  mapk  jnk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,42,53,156,295,443,546,559,560,645,687,1284,1389,1472,1557,1558
CHEMBL2277,AICAR transformylase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHEMBL2279,Melanocortin receptor 2,membrane receptor  7tm1  peptide  short peptide  melanocortin receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30
CHEMBL228,Serotonin transporter,transporter  electrochemical  slc  slc06,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,26,26,45,52,147,286,627,1040,1771,2294,2884,3249,3400,3793,4137,4327,4459,4462
CHEMBL2281,Dopamine D5 receptor,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,18,18,18,18,19,19,19,19,19,19,19,19,19
CHEMBL2282,Glucose-6-phosphatase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8
CHEMBL2283,Carbonic anhydrase II,enzyme  lyase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,17,17,17,33,33,33,71,101,103,103
CHEMBL2284,Glyceraldehyde-3-phosphate dehydrogenase liver,enzyme  reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,7,9,13,14,14
CHEMBL2285,ADAMTS5,enzyme  protease  metallo  mam  m12b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,39,44,44,95,149,267,305,306,307,307
CHEMBL2285348,Ecdysone receptor,transcription factor  nuclear receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48
CHEMBL2285350,Collagen,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
CHEMBL2285351,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2285352,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, chloroplastic/chromoplastic",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
CHEMBL2285353,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5
CHEMBL2285354,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
CHEMBL2285355,"1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5
CHEMBL2285356,Lycopene cyclase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
CHEMBL2285357,"Glutamine synthetase, chloroplastic",enzyme  ligase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24
CHEMBL2286,Endothelin receptor ET-A,membrane receptor  7tm1  peptide  short peptide  endothelin receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,19,19,27,27,27,27,27,27,27
CHEMBL2288,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,46,46,61,107,128,140,160,198,233,234,234
CHEMBL2289,Beta-2 adrenergic receptor,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,0,0,0,0,0,0,3,3,3,5,32,32,32,32,47,47,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74
CHEMBL229,Alpha-1a adrenergic receptor,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,42,69,93,112,145,157,208,293,332,460,515,554,639,744,784,896,984,1066,1151,1154
CHEMBL2291,G protein-coupled receptor 44,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  prostanoid receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,9,13,14,42,43,43,43,43
CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,enzyme  kinase  protein kinase  cmgc  dyrk  dyrk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,32,98,102,120,121,218,274,538,589,732,806,806
CHEMBL2295561,Lactoperoxidase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18
CHEMBL2295562,Dual specificity protein phosphatase 26,enzyme  phosphatase  protein phosphatase  ser_thr_tyr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14
CHEMBL2299,Epoxide hydrolase 1,enzyme  protease  serine  sc  s33,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
CHEMBL230,Cyclooxygenase-2,enzyme  reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,52,100,100,105,121,133,295,403,466,597,808,1052,1354,1597,1993,2246,2662,2886,3049,3054
CHEMBL2303,Asparagine synthetase,enzyme,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
CHEMBL2303641,Renilla-luciferin 2-monooxygenase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
CHEMBL2304,GABA receptor alpha-5 subunit,ion channel  lgic  gabaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHEMBL2304402,Phosphodiesterase 5A,enzyme  phosphodiesterase  pde_5  pde_5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,73,73,89,89,89,89,89,89,90,91,91,127,134,179,190,190,190
CHEMBL2304404,Adenosine A1 receptor,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,197,259,259,259,261,266,266,266,282,282,282,282,315,315,315,315,315,315,319,319,319,319,319,319,319,319
CHEMBL2304406,Dopamine D3 receptor,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
CHEMBL2304407,Serotonin 1d (5-HT1d) receptor,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,15,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
CHEMBL2304408,Serotonin 1b (5-HT1b) receptor,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
CHEMBL2305,Cathepsin L,enzyme  protease  cysteine  ca  c1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,15,15,25,28,28,28,28,28,28,28,28,28,28
CHEMBL2308,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
CHEMBL2309,Voltage-gated potassium channel subunit Kv1.1,ion channel  vgc  k  vg k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CHEMBL231,Histamine H1 receptor,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,12,12,22,47,64,121,139,152,202,361,514,592,752,860,974,1008,1112,1113
CHEMBL2311226,Glycogen synthase kinase-3,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6
CHEMBL2311227,Putative glycogen synthase kinase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6
CHEMBL2311228,Cell division control protein 6 homolog,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2311229,Vacuolar protein sorting-associated protein 4B,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3
CHEMBL2311230,Spermatogenesis-associated protein 5,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3
CHEMBL2311231,Vesicle-fusing ATPase,ion channel  other  vesicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4
CHEMBL2311232,Endoribonuclease Dicer,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,7
CHEMBL2311233,Dynamin-2,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,8
CHEMBL2311234,Receptor tyrosine-protein kinase erbB-2,enzyme  kinase  protein kinase  tk  egfr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2311235,Threonine--tRNA ligase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24
CHEMBL2311236,High mobility group protein B1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2311237,High mobility group protein B1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11
CHEMBL2311238,Emopamil-binding protein-like,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
CHEMBL2311240,Putative silent information regulator 2,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5
CHEMBL2311242,Laforin,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,9,9
CHEMBL2311243,D-3-phosphoglycerate dehydrogenase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
CHEMBL2316,Granzyme B,enzyme  protease  serine  pas  s1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2318,ADAMTS4,enzyme  protease  metallo  mam  m12b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,39,39,43,43,64,66,95,106,139,140,140
CHEMBL2319,Kallikrein 1,enzyme  protease  serine  pas  s1a,0,0,0,0,0,8,8,8,8,8,8,8,8,8,21,21,21,21,21,31,31,31,31,33,33,33,33,33,37,40,40,40,40,40,40,40,45,52,71,97,118,118
CHEMBL232,Alpha-1b adrenergic receptor,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,59,81,100,134,146,151,189,223,332,368,383,462,523,563,648,717,766,815,818
CHEMBL2321609,Cadherin-1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHEMBL2321610,Niemann-Pick C1 protein,transporter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5
CHEMBL2321611,Protein-arginine deiminase type-2,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
CHEMBL2321612,O-acetylserine sulfhydrylase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,132,132,132
CHEMBL2321613,Potassium channel subfamily K member 3,ion channel  vgc  k  k2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,59,61,61
CHEMBL2321614,Potassium channel subfamily K member 9,ion channel  vgc  k  k2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,57,58,58
CHEMBL2321615,Potassium channel subfamily K member 2,ion channel  vgc  k  k2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,24,56,56
CHEMBL2321616,Protein Red,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2321617,Potassium voltage-gated channel subfamily C member 1,ion channel  vgc  k  vg k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
CHEMBL2321618,Potassium voltage-gated channel subfamily B member 2,ion channel  vgc  k  vg k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2321619,Non-receptor tyrosine-protein kinase TYK2,enzyme  kinase  protein kinase  tk  jakb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8
CHEMBL2321620,AcrB protein,transporter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2321621,Ubiquitin-like modifier-activating enzyme ATG7,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
CHEMBL2321622,Ubiquitin-like modifier-activating enzyme 6,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
CHEMBL2321623,Ubiquitin-like modifier-activating enzyme 7,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2321624,Probable nuclear hormone receptor HR3,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24
CHEMBL2321625,G protein-coupled receptor,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  prostanoid receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2321626,Duffy antigen/chemokine receptor,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2321627,C-C chemokine receptor-like 2,membrane receptor  7tm1  peptide  chemokine receptor-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2321628,C-C chemokine receptor type 10,membrane receptor  7tm1  peptide  chemokine receptor  cc chemokine receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHEMBL2321629,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
CHEMBL2321630,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,74,74,74
CHEMBL2321631,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
CHEMBL2321632,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
CHEMBL2321633,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
CHEMBL2321634,"Beta-1,3-galactosyltransferase 1",unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
